pers_o,pers_c,pers_e,pers_a,pers_n,onset_prev,slope_prev,cpt_day_socdist_2,mean_diff_socdist_2,age,male,conservative,academics,medinc,manufact,airport_dist,tourism,healthcare,popdens
1,-0.07294483019355995,0.26772053988543776,0.16889211465203083,-0.043936838241579755,-0.1473590461756599,0.1441102686173718,0.0242030171459644,0.3794215873186634,-0.3620788747552963,-0.1819982195095675,-0.21205853806813885,0.48373096579772173,0.1444981562812682,-0.06760146938629343,-0.22767316747954766,-0.10072595314430202,0.27044288765841124,0.41537818591854897
-0.07294483019355995,1,0.24509846048889997,0.36958319865662564,-0.363555751818121,0.05174874749239359,-0.03150979189991776,0.07222368109040993,-0.08023654491867464,0.13991216286792002,-0.0069538378294508145,0.14447484217089715,0.037457480214961,0.11612085871300658,-0.04071781763906697,-0.12612459340553178,-0.05794908780224202,-0.13523275897418868,-0.08252920148361029
0.26772053988543776,0.24509846048889997,1,0.24676143224423408,-0.37063292502815126,-0.2651625875653598,0.23566090222969668,0.1418022854468544,0.11641689265877184,-0.2894836446434594,0.053588612910898586,-0.14943284610641394,0.19862051530790656,0.25464924846662645,-0.040211696363161444,-0.19275311199809567,-0.1300970894952762,-0.04182389655461076,0.12126229451220381
0.16889211465203083,0.36958319865662564,0.24676143224423408,1,-0.4041204105254035,-0.10130592229817649,0.161762151565752,0.07361430895181625,0.05575402345551196,-0.08665777340097632,-0.023662758446852932,0.00825601621199007,0.23451939018759232,0.2449544394448837,-0.03887578585035992,-0.16612455691868389,-0.1117846131523193,-0.0024476847495342982,-0.03543361455712199
-0.043936838241579755,-0.363555751818121,-0.37063292502815126,-0.4041204105254035,1,0.24010082635370772,-0.1763088449241724,-0.05553007426174409,-0.06746432625969957,0.1678875825294829,-0.04980909916922431,0.10399151630984146,-0.16862496814223976,-0.2819077789968242,9.774076533511384e-4,0.18125667332064666,0.0308791164873948,0.10401103111201433,0.011011816566544501
-0.1473590461756599,0.05174874749239359,-0.2651625875653598,-0.10130592229817649,0.24010082635370772,1,-0.6681606164887811,-0.0605477138969127,-0.17890381845828268,0.43815853551793144,-0.06811033794058945,0.36937605711921084,-0.20574633564163408,-0.42458485942067337,-0.0697814086641218,0.2083064663655921,0.15297248627555865,0.06954309069030228,-0.08233203332424055
0.1441102686173718,-0.03150979189991776,0.23566090222969668,0.161762151565752,-0.1763088449241724,-0.6681606164887811,1,0.048336702344920456,0.1272274885946398,-0.40283289345465656,0.1265826615393439,-0.25815477385365526,0.1362976677126934,0.5065246936040517,0.23055809965885113,-0.05877777179207782,-0.10925886618897362,-0.0573041152915046,-0.03684334409260942
0.0242030171459644,0.07222368109040993,0.1418022854468544,0.07361430895181625,-0.05553007426174409,-0.0605477138969127,0.048336702344920456,1,-0.02828957421435275,-0.04701662654661472,0.16074446284632835,0.026088545845858124,-0.024541322563110642,0.14911381132946513,0.1446710363767998,-0.13473835760335792,-0.11960875426404563,-0.03897019256588932,-0.09700381366976778
0.3794215873186634,-0.08023654491867464,0.11641689265877184,0.05575402345551196,-0.06746432625969957,-0.17890381845828268,0.1272274885946398,-0.02828957421435275,1,-0.44960307592854043,-0.3321294921323861,-0.36968448840964463,0.6051535778883098,0.10507402890920588,-0.05535337772840447,-0.33581848355756466,-0.1138540075249759,0.3050656204903108,0.607082224169623
-0.3620788747552963,0.13991216286792002,-0.2894836446434594,-0.08665777340097632,0.1678875825294829,0.43815853551793144,-0.40283289345465656,-0.04701662654661472,-0.44960307592854043,1,-0.1689006653573264,0.578597949710823,-0.4880703293441862,-0.3158413315888049,-0.07057424251686116,0.31637140422211607,0.19831527598646576,-0.11182863638978958,-0.45906279557631413
-0.1819982195095675,-0.0069538378294508145,0.053588612910898586,-0.023662758446852932,-0.04980909916922431,-0.06811033794058945,0.1265826615393439,0.16074446284632835,-0.3321294921323861,-0.1689006653573264,1,0.10003569981860432,-0.3256819345527284,0.06527558333857099,0.31000484692735103,0.20431313390067024,-0.006354019033650853,-0.44077546710654236,-0.34108546304284737
-0.21205853806813885,0.14447484217089715,-0.14943284610641394,0.00825601621199007,0.10399151630984146,0.36937605711921084,-0.25815477385365526,0.026088545845858124,-0.36968448840964463,0.578597949710823,0.10003569981860432,1,-0.17326409243724267,-0.3802963591403412,0.11645525559067642,0.18939627577234053,-0.04730662148182756,0.012565461327869903,-0.20395476166326257
0.48373096579772173,0.037457480214961,0.19862051530790656,0.23451939018759232,-0.16862496814223976,-0.20574633564163408,0.1362976677126934,-0.024541322563110642,0.6051535778883098,-0.4880703293441862,-0.3256819345527284,-0.17326409243724267,1,0.19298317107659357,-0.13708231140029456,-0.4254234548391886,-0.17374559063309677,0.37141237203806465,0.6267179444619015
0.1444981562812682,0.11612085871300658,0.25464924846662645,0.2449544394448837,-0.2819077789968242,-0.42458485942067337,0.5065246936040517,0.14911381132946513,0.10507402890920588,-0.3158413315888049,0.06527558333857099,-0.3802963591403412,0.19298317107659357,1,0.18540896307034238,-0.11479296155847818,-0.003913350129408561,-0.1998093585252737,-0.13396103420001507
-0.06760146938629343,-0.04071781763906697,-0.040211696363161444,-0.03887578585035992,9.774076533511384e-4,-0.0697814086641218,0.23055809965885113,0.1446710363767998,-0.05535337772840447,-0.07057424251686116,0.31000484692735103,0.11645525559067642,-0.13708231140029456,0.18540896307034238,1,0.16781983662548514,-0.10340388267158804,0.029433970246712546,-0.13000711994608
-0.22767316747954766,-0.12612459340553178,-0.19275311199809567,-0.16612455691868389,0.18125667332064666,0.2083064663655921,-0.05877777179207782,-0.13473835760335792,-0.33581848355756466,0.31637140422211607,0.20431313390067024,0.18939627577234053,-0.4254234548391886,-0.11479296155847818,0.16781983662548514,1,0.3579865222255204,-0.04616285925045753,-0.4422937778828237
-0.10072595314430202,-0.05794908780224202,-0.1300970894952762,-0.1117846131523193,0.0308791164873948,0.15297248627555865,-0.10925886618897362,-0.11960875426404563,-0.1138540075249759,0.19831527598646576,-0.006354019033650853,-0.04730662148182756,-0.17374559063309677,-0.003913350129408561,-0.10340388267158804,0.3579865222255204,1,-0.03040269723110412,-0.23213001602112654
0.27044288765841124,-0.13523275897418868,-0.04182389655461076,-0.0024476847495342982,0.10401103111201433,0.06954309069030228,-0.0573041152915046,-0.03897019256588932,0.3050656204903108,-0.11182863638978958,-0.44077546710654236,0.012565461327869903,0.37141237203806465,-0.1998093585252737,0.029433970246712546,-0.04616285925045753,-0.03040269723110412,1,0.39713785903631016
0.41537818591854897,-0.08252920148361029,0.12126229451220381,-0.03543361455712199,0.011011816566544501,-0.08233203332424055,-0.03684334409260942,-0.09700381366976778,0.607082224169623,-0.45906279557631413,-0.34108546304284737,-0.20395476166326257,0.6267179444619015,-0.13396103420001507,-0.13000711994608,-0.4422937778828237,-0.23213001602112654,0.39713785903631016,1
